 lorenz attractor:
 -8.847475052 -8.565637589 27.80530739
 -8.840429306 -8.548529625 27.80939865
 -8.833131790 -8.531371117 27.81293488
 -8.825588226 -8.514173508 27.81591225
 -8.817802429 -8.496950150 27.81832886
 -8.809781075 -8.479712486 27.82018471
 -8.801528931 -8.462473869 27.82147789
 -8.793052673 -8.445245743 27.82220840
 -8.784357071 -8.428040504 27.82237625
 -8.775448799 -8.410871506 27.82198143
 -8.766334534 -8.393750191 27.82102394
 -8.757019997 -8.376688004 27.81950569
 -8.747511864 -8.359697342 27.81742859
 -8.737816811 -8.342790604 27.81479454
 -8.727941513 -8.325979233 27.81160736
 -8.717892647 -8.309274673 27.80786896
 -8.707676888 -8.292689323 27.80358124
 -8.697301865 -8.276233673 27.79874992
 -8.686775208 -8.259919167 27.79337692
 -8.676103592 -8.243756294 27.78746796
 -8.665294647 -8.227756500 27.78102684
 -8.654356003 -8.211931229 27.77405930
 -8.643295288 -8.196290016 27.76657104
 -8.632120132 -8.180843353 27.75856781
 -8.620838165 -8.165601730 27.75005531
 -8.609457016 -8.150574684 27.74104118
 -8.597985268 -8.135771751 27.73153114
 -8.586429596 -8.121203423 27.72153282
 -8.574798584 -8.106878281 27.71105385
 -8.563100815 -8.092804909 27.70009995
 -8.551342964 -8.078992844 27.68868065
 -8.539534569 -8.065450668 27.67680550
 -8.527682304 -8.052186966 27.66448212
 -8.515794754 -8.039209366 27.65171814
 -8.503880501 -8.026526451 27.63852310
 -8.491946220 -8.014144897 27.62490845
 -8.480001450 -8.002072334 27.61088181
 -8.468052864 -7.990316391 27.59645271
 -8.456109047 -7.978883743 27.58163261
 -8.444178581 -7.967781067 27.56643105
 -8.432269096 -7.957014561 27.55085754
 -8.420387268 -7.946590424 27.53492355
 -8.408542633 -7.936514378 27.51864052
 -8.396741867 -7.926792145 27.50201988
 -8.384993553 -7.917428493 27.48507118
 -8.373304367 -7.908429146 27.46780586
 -8.361682892 -7.899798393 27.45023727
 -8.350135803 -7.891541481 27.43237495
 -8.338670731 -7.883662224 27.41423035
 -8.327295303 -7.876164436 27.39581680
 -8.316017151 -7.869051933 27.37714577
 -8.304842949 -7.862328529 27.35822868
 -8.293780327 -7.855997086 27.33907890
 -8.282835960 -7.850060940 27.31970787
 -8.272016525 -7.844522476 27.30012894
 -8.261329651 -7.839384556 27.28035355
 -8.250781059 -7.834649086 27.26039314
 -8.240377426 -7.830318451 27.24026299
 -8.230126381 -7.826394081 27.21997261
 -8.220032692 -7.822877407 27.19953728
 -8.210103989 -7.819769859 27.17896843
 -8.200345993 -7.817072392 27.15827751
 -8.190764427 -7.814785957 27.13747978
 -8.181365013 -7.812910557 27.11658669
 -8.172153473 -7.811447144 27.09560966
 -8.163135529 -7.810395718 27.07456398
 -8.154316902 -7.809755802 27.05346107
 -8.145703316 -7.809527397 27.03231239
 -8.137298584 -7.809710026 27.01113129
 -8.129108429 -7.810302734 26.98993111
 -8.121138573 -7.811304569 26.96872520
 -8.113392830 -7.812714100 26.94752502
 -8.105875969 -7.814530373 26.92634392
 -8.098592758 -7.816751480 26.90519333
 -8.091547012 -7.819375515 26.88408661
 -8.084742546 -7.822400570 26.86303711
 -8.078184128 -7.825824738 26.84205627
 -8.071875572 -7.829645157 26.82115555
 -8.065819740 -7.833859921 26.80034828
 -8.060020447 -7.838465691 26.77964592
 -8.054481506 -7.843459606 26.75905991
 -8.049205780 -7.848838806 26.73860359
 -8.044197083 -7.854599953 26.71828842
 -8.039457321 -7.860739231 26.69812584
 -8.034989357 -7.867253304 26.67812920
 -8.030796051 -7.874138355 26.65830803
 -8.026879311 -7.881390095 26.63867569
 -8.023241997 -7.889004707 26.61924171
 -8.019886017 -7.896977425 26.60001945
 -8.016813278 -7.905303955 26.58101845
 -8.014025688 -7.913980007 26.56225014
 -8.011524200 -7.923000336 26.54372597
 -8.009310722 -7.932360172 26.52545547
 -8.007387161 -7.942054272 26.50745010
 -8.005753517 -7.952077866 26.48972130
 -8.004411697 -7.962424755 26.47227859
 -8.003361702 -7.973090172 26.45513344
 -8.002604485 -7.984067917 26.43829536
 -8.002140999 -7.995351791 26.42177391
 -8.001971245 -8.006936073 26.40557861
 -8.002095222 -8.018815041 26.38971901
 -8.002512932 -8.030982018 26.37420654
 -8.003224373 -8.043430328 26.35904884
 -8.004229546 -8.056154251 26.34425545
 -8.005527496 -8.069146156 26.32983589
 -8.007118225 -8.082399368 26.31579781
 -8.008999825 -8.095907211 26.30215073
 -8.011172295 -8.109663010 26.28890419
 -8.013634682 -8.123658180 26.27606392
 -8.016385078 -8.137886047 26.26363945
 -8.019422531 -8.152339935 26.25164032
 -8.022745132 -8.167011261 26.24007225
 -8.026351929 -8.181892395 26.22894287
 -8.030240059 -8.196975708 26.21825981
 -8.034408569 -8.212252617 26.20803070
 -8.038854599 -8.227715492 26.19826126
 -8.043576241 -8.243355751 26.18895912
 -8.048570633 -8.259165764 26.18013191
 -8.053835869 -8.275135994 26.17178345
 -8.059368134 -8.291258812 26.16392136
 -8.065165520 -8.307524681 26.15655136
 -8.071224213 -8.323925018 26.14967918
 -8.077541351 -8.340451241 26.14330864
 -8.084114075 -8.357093811 26.13744545
 -8.090938568 -8.373844147 26.13209534
 -8.098011017 -8.390692711 26.12726212
 -8.105327606 -8.407629967 26.12294960
 -8.112885475 -8.424646378 26.11916351
 -8.120679855 -8.441732407 26.11590576
 -8.128705978 -8.458878517 26.11318207
 -8.136960030 -8.476075172 26.11099434
 -8.145438194 -8.493311882 26.10934448
 -8.154134750 -8.510579109 26.10823631
 -8.163045883 -8.527867317 26.10767174
 -8.172166824 -8.545166016 26.10765457
 -8.181491852 -8.562464714 26.10818481
 -8.191016197 -8.579752922 26.10926437
 -8.200735092 -8.597021103 26.11089516
 -8.210641861 -8.614258766 26.11307716
 -8.220732689 -8.631455421 26.11581230
 -8.231000900 -8.648600578 26.11909866
 -8.241440773 -8.665683746 26.12293816
 -8.252046585 -8.682693481 26.12732887
 -8.262812614 -8.699620247 26.13227081
 -8.273733139 -8.716452599 26.13776398
 -8.284801483 -8.733181000 26.14380646
 -8.296010971 -8.749794006 26.15039635
 -8.307355881 -8.766280174 26.15753174
 -8.318828583 -8.782629967 26.16520882
 -8.330423355 -8.798831940 26.17342758
 -8.342133522 -8.814875603 26.18218231
 -8.353952408 -8.830749512 26.19147110
 -8.365872383 -8.846443176 26.20129013
 -8.377886772 -8.861946106 26.21163559
 -8.389987946 -8.877247810 26.22250175
 -8.402169228 -8.892337799 26.23388481
 -8.414422989 -8.907204628 26.24577904
 -8.426742554 -8.921838760 26.25817871
 -8.439120293 -8.936228752 26.27108002
 -8.451547623 -8.950365067 26.28447342
 -8.464017868 -8.964236259 26.29835510
 -8.476523399 -8.977832794 26.31271553
 -8.489056587 -8.991144180 26.32754898
 -8.501608849 -9.004159927 26.34284782
 -8.514172554 -9.016870499 26.35860252
 -8.526740074 -9.029266357 26.37480736
 -8.539302826 -9.041337013 26.39145088
 -8.551854134 -9.053072929 26.40852547
 -8.564384460 -9.064465523 26.42601967
 -8.576886177 -9.075505257 26.44392586
 -8.589351654 -9.086182594 26.46223259
 -8.601772308 -9.096487999 26.48092842
 -8.614140511 -9.106413841 26.50000381
 -8.626447678 -9.115950584 26.51944733
 -8.638685226 -9.125090599 26.53924751
 -8.650845528 -9.133825302 26.55939102
 -8.662919998 -9.142147064 26.57986641
 -8.674901009 -9.150048256 26.60066223
 -8.686779976 -9.157521248 26.62176323
 -8.698548317 -9.164558411 26.64315796
 -8.710198402 -9.171153069 26.66483307
 -8.721722603 -9.177299500 26.68677330
 -8.733112335 -9.182990074 26.70896530
 -8.744359016 -9.188219070 26.73139572
 -8.755455971 -9.192981720 26.75404930
 -8.766393661 -9.197271347 26.77691078
 -8.777165413 -9.201083183 26.79996490
 -8.787763596 -9.204412460 26.82319641
 -8.798179626 -9.207255363 26.84659004
 -8.808406830 -9.209607124 26.87013054
 -8.818436623 -9.211463928 26.89380074
 -8.828262329 -9.212822914 26.91758537
 -8.837876320 -9.213680267 26.94146729
 -8.847270966 -9.214034081 26.96543121
 -8.856439590 -9.213881493 26.98945999
 -8.865375519 -9.213221550 27.01353645
 -8.874072075 -9.212052345 27.03764343
 -8.882521629 -9.210371971 27.06176376
 -8.890717506 -9.208180428 27.08588028
 -8.898653984 -9.205477715 27.10997581
 -8.906324387 -9.202263832 27.13403320
 -8.913722992 -9.198539734 27.15803528
 -8.920843124 -9.194306374 27.18196487
 -8.927680016 -9.189564705 27.20580482
 -8.934226990 -9.184316635 27.22953606
 -8.940479279 -9.178565025 27.25314331
 -8.946431160 -9.172311783 27.27660751
 -8.952077866 -9.165560722 27.29991150
 -8.957414627 -9.158314705 27.32304001
 -8.962436676 -9.150578499 27.34597397
 -8.967140198 -9.142355919 27.36869621
 -8.971520424 -9.133652687 27.39118958
 -8.975573540 -9.124473572 27.41343880
 -8.979295731 -9.114824295 27.43542671
 -8.982684135 -9.104710579 27.45713615
 -8.985734940 -9.094140053 27.47854996
 -8.988445282 -9.083118439 27.49965286
 -8.990812302 -9.071654320 27.52042961
 -8.992833138 -9.059754372 27.54086304
 -8.994505882 -9.047427177 27.56093979
 -8.995828629 -9.034681320 27.58064270
 -8.996799469 -9.021525383 27.59995842
 -8.997417450 -9.007968903 27.61887169
 -8.997681618 -8.994022369 27.63736725
 -8.997590065 -8.979694366 27.65543175
 -8.997142792 -8.964995384 27.67305183
 -8.996338844 -8.949936867 27.69021225
 -8.995179176 -8.934529305 27.70690155
 -8.993662834 -8.918784142 27.72310829
 -8.991790771 -8.902712822 27.73881912
 -8.989563942 -8.886326790 27.75402260
 -8.986983299 -8.869639397 27.76870537
 -8.984049797 -8.852662086 27.78285980
 -8.980765343 -8.835407257 27.79647255
 -8.977131844 -8.817888260 27.80953407
 -8.973151207 -8.800118446 27.82203484
 -8.968825340 -8.782110214 27.83396721
 -8.964157104 -8.763877869 27.84531975
 -8.959150314 -8.745434761 27.85608673
 -8.953807831 -8.726794243 27.86625862
 -8.948132515 -8.707970619 27.87582779
 -8.942128181 -8.688978195 27.88478851
 -8.935799599 -8.669831276 27.89313507
 -8.929150581 -8.650544167 27.90085983
 -8.922185898 -8.631131172 27.90795898
 -8.914909363 -8.611606598 27.91442680
 -8.907326698 -8.591984749 27.92025948
 -8.899442673 -8.572280884 27.92545319
 -8.891263962 -8.552508354 27.93000412
 -8.882795334 -8.532683372 27.93391037
 -8.874042511 -8.512819290 27.93717003
 -8.865012169 -8.492931366 27.93977928
 -8.855710030 -8.473033905 27.94173813
 -8.846142769 -8.453141212 27.94304657
 -8.836318016 -8.433267593 27.94370461
 -8.826241493 -8.413428307 27.94371033
 -8.815920830 -8.393636703 27.94306564
 -8.805363655 -8.373907089 27.94177246
 -8.794577599 -8.354253769 27.93983269
 -8.783569336 -8.334691048 27.93724823
 -8.772347450 -8.315232277 27.93402100
 -8.760919571 -8.295890808 27.93015480
 -8.749294281 -8.276680946 27.92565346
 -8.737479210 -8.257615089 27.92052078
 -8.725482941 -8.238707542 27.91476059
 -8.713313103 -8.219969749 27.90837860
 -8.700979233 -8.201416016 27.90138054
 -8.688489914 -8.183057785 27.89377213
 -8.675853729 -8.164907455 27.88555908
 -8.663080215 -8.146977425 27.87674904
 -8.650177956 -8.129279137 27.86734962
 -8.637155533 -8.111824989 27.85736656
 -8.624022484 -8.094625473 27.84680939
 -8.610787392 -8.077692032 27.83568382
 -8.597459793 -8.061035156 27.82400131
 -8.584049225 -8.044665337 27.81176949
 -8.570564270 -8.028593063 27.79899788
 -8.557015419 -8.012827873 27.78569603
 -8.543410301 -7.997380257 27.77187347
 -8.529759407 -7.982259274 27.75753975
 -8.516072273 -7.967473984 27.74270630
 -8.502357483 -7.953032970 27.72738457
 -8.488624573 -7.938945293 27.71158409
 -8.474882126 -7.925218582 27.69531631
 -8.461140633 -7.911860943 27.67859459
 -8.447408676 -7.898880005 27.66142845
 -8.433695793 -7.886282921 27.64383125
 -8.420010567 -7.874076843 27.62581444
 -8.406362534 -7.862268448 27.60739136
 -8.392760277 -7.850863934 27.58857536
 -8.379213333 -7.839869022 27.56937790
 -8.365729332 -7.829289913 27.54981232
 -8.352318764 -7.819131851 27.52989197
 -8.338989258 -7.809400082 27.50962830
 -8.325749397 -7.800099373 27.48903656
 -8.312607765 -7.791234493 27.46813011
 -8.299573898 -7.782809258 27.44692230
 -8.286654472 -7.774827957 27.42542839
 -8.273859024 -7.767293930 27.40365982
 -8.261195183 -7.760210991 27.38163185
 -8.248670578 -7.753581524 27.35935974
 -8.236293793 -7.747408867 27.33685493
 -8.224071503 -7.741694927 27.31413460
 -8.212012291 -7.736442089 27.29121017
 -8.200122833 -7.731652260 27.26809883
 -8.188410759 -7.727327347 27.24481201
 -8.176883698 -7.723468304 27.22136688
 -8.165548325 -7.720076561 27.19777679
 -8.154411316 -7.717153072 27.17405510
 -8.143480301 -7.714697838 27.15021706
 -8.132761002 -7.712711334 27.12627602
 -8.122260094 -7.711194038 27.10224915
 -8.111983299 -7.710145473 27.07814789
 -8.101937294 -7.709565163 27.05398750
 -8.092127800 -7.709452629 27.02978325
 -8.082560539 -7.709806919 27.00554848
 -8.073241234 -7.710626602 26.98129845
 -8.064175606 -7.711910725 26.95704842
 -8.055369377 -7.713657379 26.93280983
 -8.046826363 -7.715864658 26.90859795
 -8.038552284 -7.718530655 26.88442802
 -8.030551910 -7.721653461 26.86031342
 -8.022829056 -7.725230217 26.83626747
 -8.015389442 -7.729258060 26.81230545
 -8.008235931 -7.733734608 26.78843880
 -8.001373291 -7.738656521 26.76468277
 -7.994805336 -7.744020462 26.74105072
 -7.988535881 -7.749823093 26.71755600
 -7.982568264 -7.756060600 26.69421387
 -7.976905346 -7.762729168 26.67103577
 -7.971550941 -7.769824982 26.64803505
 -7.966507912 -7.777343750 26.62522507
 -7.961778641 -7.785280704 26.60261917
 -7.957365990 -7.793631554 26.58023071
 -7.953272820 -7.802391529 26.55807114
 -7.949500561 -7.811555862 26.53615379
 -7.946052074 -7.821119308 26.51449013
 -7.942928791 -7.831076145 26.49309349
 -7.940132618 -7.841421604 26.47197723
 -7.937664986 -7.852149963 26.45115280
 -7.935527325 -7.863255024 26.43063164
 -7.933720589 -7.874731064 26.41042519
 -7.932245731 -7.886572361 26.39054489
 -7.931103706 -7.898772240 26.37100410
 -7.930295467 -7.911324501 26.35181236
 -7.929821014 -7.924222946 26.33298111
 -7.929680824 -7.937460423 26.31452179
 -7.929875374 -7.951030254 26.29644585
 -7.930404186 -7.964925289 26.27876282
 -7.931267262 -7.979138374 26.26148415
 -7.932464123 -7.993661880 26.24461937
 -7.933994293 -8.008488655 26.22817802
 -7.935856819 -8.023611069 26.21217155
 -7.938050747 -8.039021492 26.19660950
 -7.940575123 -8.054712296 26.18150139
 -7.943428516 -8.070674896 26.16685486
 -7.946609497 -8.086901665 26.15268135
 -7.950116634 -8.103384018 26.13898849
 -7.953948498 -8.120113373 26.12578583
 -7.958102703 -8.137081146 26.11308098
 -7.962577343 -8.154278755 26.10088348
 -7.967370033 -8.171697617 26.08920097
 -7.972478390 -8.189328194 26.07804108
 -7.977899551 -8.207161903 26.06741142
 -7.983631134 -8.225189209 26.05731773
 -7.989670277 -8.243400574 26.04776955
 -7.996013641 -8.261786461 26.03877258
 -8.002657890 -8.280337334 26.03033447
 -8.009599686 -8.299042702 26.02246094
 -8.016836166 -8.317893028 26.01515770
 -8.024362564 -8.336878777 26.00843048
 -8.032175064 -8.355989456 26.00228691
 -8.040270805 -8.375214577 25.99673080
 -8.048644066 -8.394543648 25.99176598
 -8.057291985 -8.413966179 25.98740005
 -8.066208839 -8.433471680 25.98363495
 -8.075390816 -8.453048706 25.98047638
 -8.084832191 -8.472686768 25.97792816
 -8.094528198 -8.492375374 25.97599220
 -8.104474068 -8.512103081 25.97467422
 -8.114665031 -8.531858444 25.97397423
 -8.125094414 -8.551630020 25.97389793
 -8.135757446 -8.571406364 25.97444534
 -8.146648407 -8.591176033 25.97562027
 -8.157761574 -8.610927582 25.97742271
 -8.169090271 -8.630649567 25.97985458
 -8.180629730 -8.650329590 25.98291779
 -8.192372322 -8.669956207 25.98661041
 -8.204312325 -8.689517021 25.99093437
 -8.216442108 -8.709000587 25.99588966
 -8.228755951 -8.728394508 26.00147629
 -8.241247177 -8.747687340 26.00769234
 -8.253908157 -8.766865730 26.01453781
 -8.266732216 -8.785918236 26.02200890
 -8.279711723 -8.804832458 26.03010559
 -8.292840004 -8.823596001 26.03882599
 -8.306108475 -8.842196465 26.04816628
 -8.319510460 -8.860621452 26.05812263
 -8.333038330 -8.878858566 26.06869125
 -8.346683502 -8.896895409 26.07987022
 -8.360438347 -8.914719582 26.09165382
 -8.374295235 -8.932319641 26.10403633
 -8.388245583 -8.949682236 26.11701393
 -8.402281761 -8.966794968 26.13058090
 -8.416394234 -8.983646393 26.14473152
 -8.430575371 -9.000224113 26.15945816
 -8.444816589 -9.016515732 26.17475510
 -8.459109306 -9.032508850 26.19061470
 -8.473443985 -9.048192024 26.20702744
 -8.487812996 -9.063552856 26.22398758
 -8.502206802 -9.078579903 26.24148560
 -8.516615868 -9.093261719 26.25951195
 -8.531031609 -9.107585907 26.27805901
 -8.545445442 -9.121541977 26.29711533
 -8.559847832 -9.135117531 26.31666946
 -8.574229240 -9.148302078 26.33671379
 -8.588581085 -9.161085129 26.35723495
 -8.602893829 -9.173455238 26.37822151
 -8.617157936 -9.185401917 26.39966202
 -8.631363869 -9.196914673 26.42154503
 -8.645503044 -9.207983017 26.44385529
 -8.659564972 -9.218597412 26.46658134
 -8.673541069 -9.228747368 26.48970985
 -8.687420845 -9.238424301 26.51322746
 -8.701195717 -9.247618675 26.53711700
 -8.714856148 -9.256321907 26.56136703
 -8.728392601 -9.264524460 26.58596039
 -8.741795540 -9.272218704 26.61088181
 -8.755056381 -9.279397011 26.63611603
 -8.768164635 -9.286050797 26.66164589
 -8.781111717 -9.292173386 26.68745613
 -8.793888092 -9.297757149 26.71352959
 -8.806485176 -9.302795410 26.73984718
 -8.818892479 -9.307282448 26.76639366
 -8.831102371 -9.311211586 26.79314995
 -8.843105316 -9.314578056 26.82009888
 -8.854891777 -9.317376137 26.84722328
 -8.866454124 -9.319602013 26.87450218
 -8.877782822 -9.321250916 26.90191841
 -8.888869286 -9.322319031 26.92945290
 -8.899705887 -9.322803497 26.95708466
 -8.910283089 -9.322700500 26.98479652
 -8.920593262 -9.322008133 27.01256752
 -8.930628777 -9.320724487 27.04037857
 -8.940381050 -9.318847656 27.06820869
 -8.949842453 -9.316376686 27.09603882
 -8.959005356 -9.313311577 27.12384796
 -8.967863083 -9.309652328 27.15161705
 -8.976408005 -9.305398941 27.17932510
 -8.984632492 -9.300552368 27.20695305
 -8.992530823 -9.295114517 27.23447800
 -9.000095367 -9.289086342 27.26188087
 -9.007320404 -9.282471657 27.28914261
 -9.014199257 -9.275272369 27.31624031
 -9.020726204 -9.267493248 27.34315491
 -9.026895523 -9.259137154 27.36986542
 -9.032701492 -9.250209808 27.39635277
 -9.038139343 -9.240715981 27.42259598
 -9.043203354 -9.230660439 27.44857597
 -9.047889709 -9.220050812 27.47427177
 -9.052193642 -9.208892822 27.49966431
 -9.056111336 -9.197193146 27.52473450
 -9.059638023 -9.184960365 27.54946327
 -9.062770844 -9.172202110 27.57383156
 -9.065506935 -9.158926964 27.59782028
 -9.067842484 -9.145144463 27.62141037
 -9.069774628 -9.130864143 27.64458466
 -9.071301460 -9.116095543 27.66732407
 -9.072421074 -9.100850105 27.68961143
 -9.073131561 -9.085138321 27.71143150
 -9.073431969 -9.068970680 27.73276520
 -9.073320389 -9.052360535 27.75359726
 -9.072796822 -9.035319328 27.77391052
 -9.071860313 -9.017859459 27.79368973
 -9.070509911 -8.999994278 27.81291962
 -9.068746567 -8.981736183 27.83158684
 -9.066571236 -8.963100433 27.84967613
 -9.063984871 -8.944100380 27.86717224
 -9.060987473 -8.924750328 27.88406372
 -9.057581902 -8.905064583 27.90033722
 -9.053769112 -8.885058403 27.91598129
 -9.049551010 -8.864747047 27.93098259
 -9.044930458 -8.844146729 27.94533157
 -9.039911270 -8.823272705 27.95901680
 -9.034495354 -8.802141190 27.97202682
 -9.028686523 -8.780767441 27.98435402
 -9.022488594 -8.759168625 27.99598885
 -9.015905380 -8.737360954 28.00692177
 -9.008941650 -8.715361595 28.01714706
 -9.001602173 -8.693186760 28.02665710
 -8.993891716 -8.670853615 28.03544426
 -8.985816002 -8.648379326 28.04350281
 -8.977379799 -8.625781059 28.05082703
 -8.968589783 -8.603075981 28.05741310
 -8.959451675 -8.580281258 28.06325722
 -8.949972153 -8.557414055 28.06835556
 -8.940157890 -8.534491539 28.07270432
 -8.930016518 -8.511529922 28.07630157
 -8.919554710 -8.488547325 28.07914734
 -8.908779144 -8.465560913 28.08123779
 -8.897698402 -8.442587852 28.08257484
 -8.886321068 -8.419644356 28.08315659
 -8.874653816 -8.396747589 28.08298492
 -8.862706184 -8.373914719 28.08205986
 -8.850486755 -8.351161957 28.08038521
 -8.838003159 -8.328505516 28.07796288
 -8.825265884 -8.305961609 28.07479477
 -8.812283516 -8.283546448 28.07088470
 -8.799064636 -8.261276245 28.06623840
 -8.785619736 -8.239166260 28.06085968
 -8.771958351 -8.217231750 28.05475235
 -8.758090019 -8.195487976 28.04792404
 -8.744025230 -8.173950195 28.04038048
 -8.729773521 -8.152632713 28.03212738
 -8.715345383 -8.131549835 28.02317238
 -8.700750351 -8.110715866 28.01352501
 -8.685999870 -8.090145111 28.00319099
 -8.671103477 -8.069850922 27.99217987
 -8.656072617 -8.049845695 27.98050117
 -8.640916824 -8.030142784 27.96816444
 -8.625647545 -8.010755539 27.95517921
 -8.610275269 -7.991695404 27.94155693
 -8.594810486 -7.972974300 27.92730713
 -8.579264641 -7.954603672 27.91244125
 -8.563648224 -7.936594963 27.89697075
 -8.547971725 -7.918959141 27.88090706
 -8.532246590 -7.901706696 27.86426163
 -8.516483307 -7.884847641 27.84704781
 -8.500692368 -7.868391991 27.82927895
 -8.484885216 -7.852349281 27.81096649
 -8.469071388 -7.836728096 27.79212570
 -8.453262329 -7.821537495 27.77276993
 -8.437469482 -7.806785583 27.75291252
 -8.421702385 -7.792480469 27.73256683
 -8.405971527 -7.778629780 27.71174812
 -8.390288353 -7.765240669 27.69046974
 -8.374662399 -7.752320290 27.66874886
 -8.359104156 -7.739874840 27.64659882
 -8.343623161 -7.727910519 27.62403488
 -8.328229904 -7.716433048 27.60107231
 -8.312934875 -7.705447674 27.57772636
 -8.297747612 -7.694960117 27.55401230
 -8.282677650 -7.684974670 27.52994537
 -8.267735481 -7.675495625 27.50554276
 -8.252929688 -7.666526794 27.48081970
 -8.238269806 -7.658072472 27.45579338
 -8.223764420 -7.650135517 27.43047714
 -8.209424019 -7.642719269 27.40489006
 -8.195256233 -7.635826111 27.37904739
 -8.181270599 -7.629458904 27.35296440
 -8.167475700 -7.623619080 27.32665825
 -8.153879166 -7.618309021 27.30014420
 -8.140489578 -7.613529682 27.27343941
 -8.127315521 -7.609282494 27.24656105
 -8.114364624 -7.605567932 27.21952438
 -8.101644516 -7.602386475 27.19234657
 -8.089162827 -7.599738598 27.16504478
 -8.076927185 -7.597624302 27.13763237
 -8.064944267 -7.596043587 27.11012840
 -8.053221703 -7.594995499 27.08254814
 -8.041766167 -7.594479084 27.05490875
 -8.030584335 -7.594493389 27.02722549
 -8.019681931 -7.595036983 26.99951363
 -8.009065628 -7.596108437 26.97179222
 -7.998741627 -7.597705841 26.94407463
 -7.988715649 -7.599826813 26.91637802
 -7.978993416 -7.602468967 26.88871765
 -7.969580173 -7.605629921 26.86110878
 -7.960481644 -7.609307289 26.83356857
 -7.951702118 -7.613497257 26.80611229
 -7.943246841 -7.618196964 26.77875519
 -7.935120583 -7.623403072 26.75151253
 -7.927327633 -7.629111767 26.72440147
 -7.919872284 -7.635319233 26.69743538
 -7.912758350 -7.642021179 26.67062950
 -7.905990124 -7.649213791 26.64399910
 -7.899570942 -7.656892300 26.61755943
 -7.893504143 -7.665051937 26.59132385
 -7.887793064 -7.673687935 26.56530952
 -7.882440567 -7.682795048 26.53952789
 -7.877449512 -7.692368507 26.51399612
 -7.872822285 -7.702402592 26.48872757
 -7.868561745 -7.712891579 26.46373558
 -7.864669800 -7.723829746 26.43903351
 -7.861148834 -7.735211372 26.41463661
 -7.858000278 -7.747030258 26.39055824
 -7.855226040 -7.759280205 26.36681175
 -7.852827549 -7.771954536 26.34341049
 -7.850805759 -7.785047054 26.32036781
 -7.849161625 -7.798550606 26.29769516
 -7.847896576 -7.812458515 26.27540779
 -7.847010612 -7.826763630 26.25351715
 -7.846504211 -7.841458321 26.23203468
 -7.846377850 -7.856535435 26.21097374
 -7.846632004 -7.871987343 26.19034767
 -7.847265720 -7.887806416 26.17016602
 -7.848278999 -7.903985023 26.15044212
 -7.849671841 -7.920514584 26.13118744
 -7.851442814 -7.937386990 26.11241341
 -7.853591442 -7.954594135 26.09412956
 -7.856116295 -7.972127438 26.07634926
 -7.859016418 -7.989978313 26.05908203
 -7.862290382 -8.008137703 26.04233742
 -7.865936756 -8.026597023 26.02612686
 -7.869953156 -8.045346260 26.01046181
 -7.874338150 -8.064376831 25.99534988
 -7.879089355 -8.083679199 25.98080254
 -7.884203911 -8.103243828 25.96682739
 -7.889679909 -8.123060226 25.95343399
 -7.895514488 -8.143119812 25.94063187
 -7.901704788 -8.163411140 25.92843056
 -7.908247471 -8.183924675 25.91683578
 -7.915139198 -8.204649925 25.90585899
 -7.922377110 -8.225576401 25.89550591
 -7.929956913 -8.246693611 25.88578415
 -7.937875271 -8.267991066 25.87670135
 -7.946128368 -8.289457321 25.86826515
 -7.954711437 -8.311080933 25.86048317
 -7.963620663 -8.332851410 25.85336113
 -7.972851276 -8.354756355 25.84690475
 -7.982398987 -8.376785278 25.84111977
 -7.992258549 -8.398925781 25.83601189
 -8.002425194 -8.421166420 25.83158684
 -8.012893677 -8.443494797 25.82785034
 -8.023658752 -8.465899467 25.82480621
 -8.034714699 -8.488367081 25.82246017
 -8.046055794 -8.510886192 25.82081413
 -8.057676315 -8.533443451 25.81987381
 -8.069570541 -8.556026459 25.81964111
 -8.081731796 -8.578622818 25.82011795
 -8.094154358 -8.601219177 25.82131004
 -8.106830597 -8.623803139 25.82321739
 -8.119754791 -8.646360397 25.82584190
 -8.132920265 -8.668878555 25.82918549
 -8.146319389 -8.691344261 25.83325005
 -8.159944534 -8.713743210 25.83803368
 -8.173789978 -8.736063004 25.84354019
 -8.187847137 -8.758289337 25.84976768
 -8.202108383 -8.780407906 25.85671425
 -8.216566086 -8.802405357 25.86437988
 -8.231211662 -8.824268341 25.87276459
 -8.246038437 -8.845981598 25.88186646
 -8.261036873 -8.867531776 25.89168167
 -8.276199341 -8.888905525 25.90220833
 -8.291517258 -8.910087585 25.91344261
 -8.306981087 -8.931064606 25.92538261
 -8.322583199 -8.951821327 25.93802261
 -8.338314056 -8.972344398 25.95135880
 -8.354165077 -8.992619514 25.96538544
 -8.370126724 -9.012631416 25.98009682
 -8.386189461 -9.032366753 25.99548912
 -8.402343750 -9.051811218 26.01155281
 -8.418580055 -9.070950508 26.02828407
 -8.434888840 -9.089770317 26.04567337
 -8.451260567 -9.108257294 26.06371307
 -8.467685699 -9.126397133 26.08239555
 -8.484153748 -9.144175529 26.10171127
 -8.500654221 -9.161578178 26.12165070
 -8.517177582 -9.178592682 26.14220428
 -8.533713341 -9.195203781 26.16336250
 -8.550251007 -9.211399078 26.18511391
 -8.566780090 -9.227165222 26.20744514
 -8.583290100 -9.242487907 26.23034668
 -8.599769592 -9.257355690 26.25380516
 -8.616209030 -9.271754265 26.27780724
 -8.632597923 -9.285672188 26.30233955
